tranId,productId,qty,amt,tranDate
2025-03-22T_1_19-38-23-246341_2,80,5,24.9,2025-03-22
2025-03-22T_1_19-38-23-246341_2,65,5,39.95,2025-03-22
2025-03-22T_1_19-38-23-246341_2,56,2,3.18,2025-03-22
2025-03-22T_1_19-38-23-246341_2,40,5,17.95,2025-03-22
2025-03-22T_1_19-38-23-246341_2,5,4,7.0,2025-03-22
2025-03-22T_1_19-38-23-246341_2,88,2,7.98,2025-03-22
2025-03-22T_1_19-38-23-246341_3,100,4,7.96,2025-03-22
2025-03-22T_1_19-38-23-246341_3,22,5,13.95,2025-03-22
2025-03-22T_1_19-38-23-246341_3,84,4,10.0,2025-03-22
2025-03-22T_1_19-38-23-246341_3,61,2,2.58,2025-03-22
2025-03-22T_1_19-38-23-246341_3,91,5,33.5,2025-03-22
2025-03-22T_1_19-38-23-246341_3,18,1,3.88,2025-03-22
2025-03-22T_1_19-38-23-246341_3,13,1,2.98,2025-03-22
2025-03-22T_1_19-38-23-246341_3,83,5,1.05,2025-03-22
2025-03-22T_1_19-38-23-246341_3,46,3,2.07,2025-03-22
2025-03-22T_1_19-38-23-246341_3,60,2,3.98,2025-03-22
2025-03-22T_1_19-38-23-246341_3,50,2,5.2,2025-03-22
2025-03-22T_1_19-38-23-246341_3,48,5,11.95,2025-03-22
2025-03-22T_1_19-38-23-246341_3,69,4,15.96,2025-03-22
2025-03-22T_1_19-38-23-246341_3,2,1,1.25,2025-03-22
2025-03-22T_1_19-38-23-246341_3,16,3,9.42,2025-03-22
2025-03-22T_1_19-38-23-246341_3,35,3,6.27,2025-03-22
2025-03-22T_1_19-38-23-246341_3,26,1,2.98,2025-03-22
2025-03-22T_1_19-38-23-246341_3,21,1,2.99,2025-03-22
2025-03-22T_1_19-38-23-246341_3,43,1,3.99,2025-03-22
2025-03-22T_1_19-38-23-246341_4,31,3,7.47,2025-03-22
2025-03-22T_1_19-38-23-246341_4,38,4,14.0,2025-03-22
2025-03-22T_1_19-38-23-246341_4,73,5,19.95,2025-03-22
2025-03-22T_1_19-38-23-246341_4,57,4,7.96,2025-03-22
2025-03-22T_1_19-38-23-246341_4,99,1,4.99,2025-03-22
2025-03-22T_1_19-38-23-246341_4,56,1,1.59,2025-03-22
2025-03-22T_1_19-38-23-246341_4,93,5,29.95,2025-03-22
2025-03-22T_3_19-38-23-246341_5,86,1,1.29,2025-03-22
2025-03-22T_3_19-38-23-246341_5,87,4,39.96,2025-03-22
2025-03-22T_3_19-38-23-246341_5,42,3,1.17,2025-03-22
2025-03-22T_3_19-38-23-246341_5,97,2,11.98,2025-03-22
2025-03-22T_3_19-38-23-246341_5,59,3,8.37,2025-03-22
2025-03-22T_3_19-38-23-246341_5,4,3,8.97,2025-03-22
2025-03-22T_3_19-38-23-246341_5,63,3,11.37,2025-03-22
2025-03-22T_3_19-38-23-246341_5,60,2,3.98,2025-03-22
2025-03-22T_3_19-38-23-246341_5,65,4,31.96,2025-03-22
2025-03-22T_3_19-38-23-246341_5,96,2,5.5,2025-03-22
2025-03-22T_3_19-38-23-246341_5,34,2,3.98,2025-03-22
2025-03-22T_3_19-38-23-246341_6,11,4,19.96,2025-03-22
2025-03-22T_3_19-38-23-246341_6,40,1,3.59,2025-03-22
2025-03-22T_3_19-38-23-246341_6,57,4,7.96,2025-03-22
2025-03-22T_3_19-38-23-246341_6,63,3,11.37,2025-03-22
2025-03-22T_3_19-38-23-246341_6,30,3,9.3,2025-03-22
2025-03-22T_3_19-38-23-246341_6,37,4,10.76,2025-03-22
2025-03-22T_3_19-38-23-246341_6,73,2,7.98,2025-03-22
2025-03-22T_3_19-38-23-246341_6,82,2,15.98,2025-03-22
2025-03-22T_3_19-38-23-246341_6,67,5,12.5,2025-03-22
2025-03-22T_3_19-38-23-246341_6,62,4,26.0,2025-03-22
2025-03-22T_3_19-38-23-246341_6,61,3,3.87,2025-03-22
2025-03-22T_3_19-38-23-246341_6,98,1,4.99,2025-03-22
2025-03-22T_3_19-38-23-246341_7,7,2,3.0,2025-03-22
2025-03-22T_3_19-38-23-246341_7,20,5,6.95,2025-03-22
2025-03-22T_3_19-38-23-246341_7,43,2,7.98,2025-03-22
2025-03-22T_3_19-38-23-246341_7,59,5,13.95,2025-03-22
2025-03-22T_3_19-38-23-246341_7,42,4,1.56,2025-03-22
2025-03-22T_3_19-38-23-246341_7,57,5,9.95,2025-03-22
2025-03-22T_3_19-38-23-246341_7,91,4,26.8,2025-03-22
2025-03-22T_3_19-38-23-246341_7,91,2,13.4,2025-03-22
2025-03-22T_3_19-38-23-246341_7,26,3,8.94,2025-03-22
2025-03-22T_3_19-38-23-246341_8,41,3,7.17,2025-03-22
2025-03-22T_3_19-38-23-246341_8,37,1,2.69,2025-03-22
2025-03-22T_3_19-38-23-246341_8,83,4,0.84,2025-03-22
2025-03-22T_3_19-38-23-246341_8,14,3,2.97,2025-03-22
2025-03-22T_3_19-38-23-246341_8,56,5,7.95,2025-03-22
2025-03-22T_3_19-38-23-246341_8,11,5,24.95,2025-03-22
2025-03-22T_3_19-38-23-246341_8,8,4,7.56,2025-03-22
2025-03-22T_3_19-38-23-246341_8,41,5,11.95,2025-03-22
2025-03-22T_3_19-38-23-246341_8,17,1,4.5,2025-03-22
2025-03-22T_3_19-38-23-246341_8,17,5,22.5,2025-03-22
2025-03-22T_3_19-38-23-246341_8,98,5,24.95,2025-03-22
2025-03-22T_3_19-38-23-246341_8,20,2,2.78,2025-03-22
2025-03-22T_3_19-38-23-246341_8,61,2,2.58,2025-03-22
2025-03-22T_3_19-38-23-246341_9,97,2,11.98,2025-03-22
2025-03-22T_3_19-38-23-246341_9,100,3,5.97,2025-03-22
2025-03-22T_3_19-38-23-246341_9,52,1,0.87,2025-03-22
2025-03-22T_3_19-38-23-246341_9,43,4,15.96,2025-03-22
2025-03-22T_3_19-38-23-246341_9,37,3,8.07,2025-03-22
2025-03-22T_3_19-38-23-246341_9,61,1,1.29,2025-03-22
2025-03-22T_3_19-38-23-246341_9,98,1,4.99,2025-03-22
2025-03-22T_1_19-38-23-246341_10,25,2,4.7,2025-03-22
2025-03-22T_1_19-38-23-246341_10,57,5,9.95,2025-03-22
2025-03-22T_1_19-38-23-246341_10,23,1,3.79,2025-03-22
2025-03-22T_1_19-38-23-246341_10,19,1,3.45,2025-03-22
2025-03-22T_1_19-38-23-246341_10,56,4,6.36,2025-03-22
2025-03-22T_1_19-38-23-246341_10,44,3,4.47,2025-03-22
2025-03-22T_1_19-38-23-246341_10,92,1,2.49,2025-03-22
2025-03-22T_1_19-38-23-246341_11,91,4,26.8,2025-03-22
2025-03-22T_1_19-38-23-246341_11,15,3,8.94,2025-03-22
2025-03-22T_1_19-38-23-246341_11,90,1,0.99,2025-03-22
2025-03-22T_1_19-38-23-246341_11,43,4,15.96,2025-03-22
2025-03-22T_1_19-38-23-246341_11,78,4,15.2,2025-03-22
2025-03-22T_1_19-38-23-246341_11,81,3,10.77,2025-03-22
2025-03-22T_1_19-38-23-246341_11,18,1,3.88,2025-03-22
2025-03-22T_1_19-38-23-246341_11,67,4,10.0,2025-03-22
2025-03-22T_1_19-38-23-246341_11,26,4,11.92,2025-03-22
2025-03-22T_1_19-38-23-246341_11,49,1,3.99,2025-03-22
2025-03-22T_1_19-38-23-246341_11,45,3,2.97,2025-03-22
2025-03-22T_1_19-38-23-246341_11,90,4,3.96,2025-03-22
2025-03-22T_1_19-38-23-246341_11,75,2,17.58,2025-03-22
2025-03-22T_1_19-38-23-246341_11,68,2,5.18,2025-03-22
2025-03-22T_1_19-38-23-246341_11,10,1,1.79,2025-03-22
2025-03-22T_1_19-38-23-246341_11,81,1,3.59,2025-03-22
2025-03-22T_1_19-38-23-246341_11,13,2,5.96,2025-03-22
2025-03-22T_1_19-38-23-246341_11,10,4,7.16,2025-03-22
2025-03-22T_1_19-38-23-246341_12,41,3,7.17,2025-03-22
2025-03-22T_1_19-38-23-246341_12,97,3,17.97,2025-03-22
2025-03-22T_1_19-38-23-246341_12,41,3,7.17,2025-03-22
2025-03-22T_1_19-38-23-246341_12,94,2,3.98,2025-03-22
2025-03-22T_1_19-38-23-246341_12,95,2,5.98,2025-03-22
2025-03-22T_1_19-38-23-246341_12,52,1,0.87,2025-03-22
2025-03-22T_2_19-38-23-246341_13,89,2,5.56,2025-03-22
2025-03-22T_2_19-38-23-246341_13,60,4,7.96,2025-03-22
