tranId,memberId,storeId,tranDate
2023-01-02T_1_12-02-34-937953_10,1164,1,02-01-2023
2023-01-02T_3_12-02-34-937953_11,1193,3,02-01-2023
2023-01-02T_3_12-02-34-937953_12,1106,3,02-01-2023
2023-01-02T_1_12-02-34-937953_13,1164,1,02-01-2023
2023-01-02T_3_12-02-34-937953_14,1199,3,02-01-2023
2023-01-02T_3_12-02-34-937953_15,1194,3,02-01-2023
2023-01-02T_1_12-02-34-937953_16,1161,1,02-01-2023
2023-01-02T_1_12-02-34-938951_17,1128,1,02-01-2023
2023-01-02T_3_12-02-34-938951_18,1169,3,02-01-2023
2023-01-02T_1_12-02-34-938951_19,1151,1,02-01-2023
2023-01-02T_2_12-02-34-938951_20,1200,2,02-01-2023
2023-01-02T_1_12-02-34-938951_21,1187,1,02-01-2023
2023-01-02T_2_12-02-34-938951_22,1128,2,02-01-2023
2023-01-02T_1_12-02-34-938951_23,1118,1,02-01-2023
2023-01-02T_1_12-02-34-938951_24,1131,1,02-01-2023
2023-01-02T_1_12-02-34-938951_25,1198,1,02-01-2023
2023-01-03T_1_12-02-34-938951_1,1115,1,03-01-2023
2023-01-03T_1_12-02-34-938951_2,1118,1,03-01-2023
2023-01-03T_3_12-02-34-938951_3,1106,3,03-01-2023
2023-01-03T_1_12-02-34-938951_4,1175,1,03-01-2023
2023-01-03T_1_12-02-34-938951_5,1158,1,03-01-2023
2023-01-03T_3_12-02-34-938951_6,1160,3,03-01-2023
2023-01-03T_1_12-02-34-938951_7,1159,1,03-01-2023
2023-01-03T_3_12-02-34-939955_8,1152,3,03-01-2023
2023-01-03T_1_12-02-34-939955_9,1177,1,03-01-2023
2023-01-03T_2_12-02-34-939955_10,1115,2,03-01-2023
2023-01-03T_1_12-02-34-939955_11,1128,1,03-01-2023
2023-01-03T_1_12-02-34-939955_12,1198,1,03-01-2023
2023-01-04T_2_12-02-34-939955_1,1120,2,04-01-2023
2023-01-04T_3_12-02-34-939955_2,1135,3,04-01-2023
2023-01-04T_2_12-02-34-939955_3,1119,2,04-01-2023
2023-01-04T_2_12-02-34-939955_4,1186,2,04-01-2023
2023-01-04T_2_12-02-34-939955_5,1104,2,04-01-2023
2023-01-04T_1_12-02-34-939955_6,1160,1,04-01-2023
2023-01-04T_1_12-02-34-939955_7,1166,1,04-01-2023
2023-01-04T_1_12-02-34-939955_8,1158,1,04-01-2023
2023-01-04T_2_12-02-34-939955_9,1122,2,04-01-2023
2023-01-04T_3_12-02-34-939955_10,1145,3,04-01-2023
2023-01-04T_3_12-02-34-939955_11,1170,3,04-01-2023
2023-01-04T_3_12-02-34-939955_12,1197,3,04-01-2023
2023-01-04T_1_12-02-34-939955_13,1185,1,04-01-2023
2023-01-04T_2_12-02-34-939955_14,1115,2,04-01-2023
2023-01-04T_1_12-02-34-940952_15,1104,1,04-01-2023
2023-01-04T_2_12-02-34-940952_16,1168,2,04-01-2023
2023-01-04T_2_12-02-34-940952_17,1151,2,04-01-2023
2023-01-04T_2_12-02-34-940952_18,1127,2,04-01-2023
2023-01-04T_3_12-02-34-940952_19,1116,3,04-01-2023
2023-01-04T_2_12-02-34-940952_20,1116,2,04-01-2023
2023-01-04T_1_12-02-34-940952_21,1161,1,04-01-2023
2023-01-04T_2_12-02-34-940952_22,1128,2,04-01-2023
2023-01-04T_3_12-02-34-940952_23,1182,3,04-01-2023
2023-01-04T_3_12-02-34-940952_24,1190,3,04-01-2023
2023-01-04T_1_12-02-34-940952_25,1166,1,04-01-2023
2023-01-04T_1_12-02-34-940952_26,1162,1,04-01-2023
2023-01-04T_1_12-02-34-940952_27,1182,1,04-01-2023
2023-01-04T_3_12-02-34-940952_28,1177,3,04-01-2023
2023-01-04T_3_12-02-34-940952_29,1172,3,04-01-2023
2023-01-04T_2_12-02-34-940952_30,1127,2,04-01-2023
2023-01-04T_2_12-02-34-940952_31,1178,2,04-01-2023
2023-01-05T_3_12-02-34-941956_1,1111,3,05-01-2023
2023-01-05T_2_12-02-34-941956_2,1113,2,05-01-2023
2023-01-05T_1_12-02-34-941956_3,1184,1,05-01-2023
2023-01-05T_3_12-02-34-941956_4,1197,3,05-01-2023
2023-01-05T_2_12-02-34-941956_5,1161,2,05-01-2023
2023-01-06T_3_12-02-34-941956_1,1144,3,06-01-2023
2023-01-07T_1_12-02-34-941956_1,1171,1,07-01-2023
2023-01-07T_2_12-02-34-941956_2,1156,2,07-01-2023
2023-01-07T_1_12-02-34-941956_3,1118,1,07-01-2023
2023-01-07T_3_12-02-34-941956_4,1127,3,07-01-2023
2023-01-07T_3_12-02-34-941956_5,1108,3,07-01-2023
2023-01-07T_3_12-02-34-941956_6,1112,3,07-01-2023
2023-01-07T_2_12-02-34-941956_7,1141,2,07-01-2023
2023-01-07T_1_12-02-34-941956_8,1186,1,07-01-2023
2023-01-07T_3_12-02-34-942958_9,1124,3,07-01-2023
2023-01-07T_1_12-02-34-942958_10,1183,1,07-01-2023
2023-01-07T_2_12-02-34-942958_11,1156,2,07-01-2023
2023-01-07T_1_12-02-34-942958_12,1108,1,07-01-2023
2023-01-07T_1_12-02-34-942958_13,1108,1,07-01-2023
2023-01-07T_1_12-02-34-942958_14,1186,1,07-01-2023
2023-01-07T_2_12-02-34-942958_15,1200,2,07-01-2023
2023-01-07T_2_12-02-34-942958_16,1164,2,07-01-2023
2023-01-07T_2_12-02-34-942958_17,1159,2,07-01-2023
2023-01-07T_1_12-02-34-942958_18,1129,1,07-01-2023
2023-01-07T_2_12-02-34-942958_19,1127,2,07-01-2023
2023-01-07T_3_12-02-34-942958_20,1169,3,07-01-2023
2023-01-07T_1_12-02-34-942958_21,1188,1,07-01-2023
2023-01-07T_3_12-02-34-942958_22,1111,3,07-01-2023
2023-01-07T_1_12-02-34-942958_23,1184,1,07-01-2023
2023-01-07T_1_12-02-34-942958_24,1136,1,07-01-2023
2023-01-07T_3_12-02-34-942958_25,1130,3,07-01-2023
2023-01-07T_1_12-02-34-942958_26,1151,1,07-01-2023
2023-01-07T_3_12-02-34-943957_27,1150,3,07-01-2023
2023-01-07T_3_12-02-34-943957_28,1132,3,07-01-2023
2023-01-07T_1_12-02-34-943957_29,1151,1,07-01-2023
2023-01-07T_1_12-02-34-943957_30,1122,1,07-01-2023
2023-01-07T_1_12-02-34-943957_31,1158,1,07-01-2023
2023-01-07T_3_12-02-34-943957_32,1168,3,07-01-2023
2023-01-07T_2_12-02-34-943957_33,1139,2,07-01-2023
2023-01-07T_1_12-02-34-943957_34,1194,1,07-01-2023
2023-01-07T_3_12-02-34-943957_35,1108,3,07-01-2023
2023-01-07T_3_12-02-34-943957_36,1183,3,07-01-2023
2023-01-07T_3_12-02-34-943957_37,1152,3,07-01-2023
2023-01-07T_3_12-02-34-943957_38,1104,3,07-01-2023
2023-01-07T_1_12-02-34-943957_39,1121,1,07-01-2023
2023-01-07T_3_12-02-34-943957_40,1196,3,07-01-2023
2023-01-07T_3_12-02-34-944954_41,1150,3,07-01-2023
2023-01-07T_3_12-02-34-944954_42,1147,3,07-01-2023
2023-01-07T_1_12-02-34-944954_43,1102,1,07-01-2023
2023-01-07T_1_12-02-34-944954_44,1113,1,07-01-2023
2023-01-07T_2_12-02-34-944954_45,1144,2,07-01-2023
2023-01-07T_2_12-02-34-944954_46,1111,2,07-01-2023
2023-01-08T_3_12-02-34-944954_1,1188,3,08-01-2023
2023-01-08T_2_12-02-34-944954_2,1184,2,08-01-2023
2023-01-08T_2_12-02-34-944954_3,1182,2,08-01-2023
2023-01-08T_1_12-02-34-944954_4,1145,1,08-01-2023
2023-01-08T_1_12-02-34-944954_5,1153,1,08-01-2023
2023-01-08T_2_12-02-34-944954_6,1134,2,08-01-2023
2023-01-08T_2_12-02-34-944954_7,1126,2,08-01-2023
2023-01-08T_3_12-02-34-944954_8,1147,3,08-01-2023
2023-01-08T_1_12-02-34-944954_9,1141,1,08-01-2023
2023-01-08T_2_12-02-34-944954_10,1200,2,08-01-2023
2023-01-08T_1_12-02-34-945953_11,1106,1,08-01-2023
2023-01-09T_2_12-02-34-945953_1,1121,2,09-01-2023
2023-01-09T_3_12-02-34-945953_2,1199,3,09-01-2023
2023-01-09T_2_12-02-34-945953_3,1147,2,09-01-2023
2023-01-09T_1_12-02-34-945953_4,1162,1,09-01-2023
2023-01-09T_3_12-02-34-945953_5,1136,3,09-01-2023
2023-01-09T_2_12-02-34-945953_6,1187,2,09-01-2023
2023-01-09T_1_12-02-34-945953_7,1104,1,09-01-2023
2023-01-09T_1_12-02-34-945953_8,1139,1,09-01-2023
2023-01-09T_3_12-02-34-945953_9,1118,3,09-01-2023
2023-01-09T_1_12-02-34-945953_10,1141,1,09-01-2023
2023-01-09T_2_12-02-34-945953_11,1138,2,09-01-2023
2023-01-09T_1_12-02-34-945953_12,1186,1,09-01-2023
2023-01-09T_3_12-02-34-945953_13,1115,3,09-01-2023
2023-01-09T_1_12-02-34-945953_14,1139,1,09-01-2023
2023-01-09T_1_12-02-34-946951_15,1110,1,09-01-2023
2023-01-09T_3_12-02-34-946951_16,1170,3,09-01-2023
2023-01-09T_1_12-02-34-946951_17,1135,1,09-01-2023
2023-01-09T_1_12-02-34-946951_18,1180,1,09-01-2023
2023-01-09T_2_12-02-34-946951_19,1195,2,09-01-2023
2023-01-09T_2_12-02-34-946951_20,1133,2,09-01-2023
2023-01-09T_2_12-02-34-946951_21,1134,2,09-01-2023
2023-01-09T_3_12-02-34-946951_22,1155,3,09-01-2023
2023-01-09T_3_12-02-34-946951_23,1149,3,09-01-2023
2023-01-09T_1_12-02-34-946951_24,1105,1,09-01-2023
2023-01-09T_3_12-02-34-946951_25,1147,3,09-01-2023
2023-01-09T_1_12-02-34-946951_26,1188,1,09-01-2023
2023-01-09T_2_12-02-34-946951_27,1116,2,09-01-2023
2023-01-09T_1_12-02-34-946951_28,1137,1,09-01-2023
2023-01-09T_1_12-02-34-946951_29,1115,1,09-01-2023
2023-01-09T_1_12-02-34-946951_30,1177,1,09-01-2023
2023-01-09T_1_12-02-34-947952_31,1172,1,09-01-2023
2023-01-09T_3_12-02-34-947952_32,1146,3,09-01-2023
2023-01-09T_2_12-02-34-947952_33,1154,2,09-01-2023
2023-01-09T_1_12-02-34-947952_34,1123,1,09-01-2023
2023-01-09T_1_12-02-34-947952_35,1182,1,09-01-2023
2023-01-09T_3_12-02-34-947952_36,1153,3,09-01-2023
2023-01-09T_2_12-02-34-947952_37,1140,2,09-01-2023
2023-01-09T_1_12-02-34-947952_38,1117,1,09-01-2023
2023-01-09T_1_12-02-34-947952_39,1178,1,09-01-2023
2023-01-09T_3_12-02-34-947952_40,1146,3,09-01-2023
2023-01-09T_1_12-02-34-947952_41,1186,1,09-01-2023
2023-01-09T_3_12-02-34-947952_42,1155,3,09-01-2023
2023-01-09T_2_12-02-34-947952_43,1167,2,09-01-2023
2023-01-09T_2_12-02-34-947952_44,1114,2,09-01-2023
2023-01-09T_2_12-02-34-947952_45,1195,2,09-01-2023
2023-01-09T_2_12-02-34-947952_46,1185,2,09-01-2023
2023-01-10T_1_12-02-34-947952_1,1126,1,10-01-2023
2023-01-10T_2_12-02-34-948961_2,1138,2,10-01-2023
2023-01-10T_3_12-02-34-948961_3,1108,3,10-01-2023
2023-01-10T_2_12-02-34-948961_4,1126,2,10-01-2023
2023-01-10T_1_12-02-34-948961_5,1189,1,10-01-2023
2023-01-10T_2_12-02-34-948961_6,1115,2,10-01-2023
2023-01-10T_3_12-02-34-948961_7,1140,3,10-01-2023
2023-01-10T_3_12-02-34-948961_8,1145,3,10-01-2023
2023-01-10T_1_12-02-34-948961_9,1113,1,10-01-2023
2023-01-10T_3_12-02-34-948961_10,1159,3,10-01-2023
2023-01-10T_3_12-02-34-948961_11,1106,3,10-01-2023
2023-01-10T_2_12-02-34-948961_12,1124,2,10-01-2023
2023-01-10T_2_12-02-34-948961_13,1167,2,10-01-2023
2023-01-10T_1_12-02-34-948961_14,1155,1,10-01-2023
2023-01-10T_1_12-02-34-948961_15,1165,1,10-01-2023
2023-01-10T_2_12-02-34-948961_16,1179,2,10-01-2023
2023-01-10T_1_12-02-34-949961_17,1164,1,10-01-2023
2023-01-10T_1_12-02-34-949961_18,1144,1,10-01-2023
2023-01-10T_3_12-02-34-949961_19,1130,3,10-01-2023
2023-01-10T_1_12-02-34-949961_20,1106,1,10-01-2023
2023-01-10T_1_12-02-34-949961_21,1163,1,10-01-2023
2023-01-10T_3_12-02-34-949961_22,1200,3,10-01-2023
2023-01-10T_2_12-02-34-949961_23,1142,2,10-01-2023
2023-01-10T_3_12-02-34-949961_24,1133,3,10-01-2023
2023-01-10T_3_12-02-34-949961_25,1112,3,10-01-2023
2023-01-10T_3_12-02-34-949961_26,1105,3,10-01-2023
2023-01-10T_3_12-02-34-949961_27,1140,3,10-01-2023
2023-01-10T_1_12-02-34-949961_28,1125,1,10-01-2023
2023-01-10T_3_12-02-34-949961_29,1176,3,10-01-2023
2023-01-10T_2_12-02-34-949961_30,1160,2,10-01-2023
2023-01-10T_3_12-02-34-950960_31,1139,3,10-01-2023
2023-01-10T_3_12-02-34-950960_32,1190,3,10-01-2023
2023-01-10T_3_12-02-34-950960_33,1116,3,10-01-2023
2023-01-10T_1_12-02-34-950960_34,1151,1,10-01-2023
2023-01-10T_2_12-02-34-950960_35,1121,2,10-01-2023
2023-01-10T_3_12-02-34-950960_36,1142,3,10-01-2023
2023-01-10T_2_12-02-34-950960_37,1132,2,10-01-2023
2023-01-10T_3_12-02-34-950960_38,1155,3,10-01-2023
2023-01-10T_3_12-02-34-950960_39,1134,3,10-01-2023
2023-01-10T_2_12-02-34-950960_40,1172,2,10-01-2023
2023-01-10T_2_12-02-34-950960_41,1129,2,10-01-2023
2023-01-11T_1_12-02-34-950960_1,1178,1,11-01-2023
2023-01-11T_1_12-02-34-950960_2,1109,1,11-01-2023
2023-01-11T_3_12-02-34-950960_3,1109,3,11-01-2023
2023-01-11T_2_12-02-34-950960_4,1134,2,11-01-2023
2023-01-11T_2_12-02-34-950960_5,1121,2,11-01-2023
2023-01-11T_1_12-02-34-950960_6,1196,1,11-01-2023
2023-01-11T_2_12-02-34-951957_7,1123,2,11-01-2023
2023-01-11T_2_12-02-34-951957_8,1137,2,11-01-2023
2023-01-11T_2_12-02-34-951957_9,1127,2,11-01-2023
2023-01-11T_3_12-02-34-951957_10,1178,3,11-01-2023
2023-01-11T_1_12-02-34-951957_11,1137,1,11-01-2023
2023-01-11T_1_12-02-34-951957_12,1115,1,11-01-2023
2023-01-11T_2_12-02-34-951957_13,1186,2,11-01-2023
2023-01-11T_3_12-02-34-951957_14,1152,3,11-01-2023
2023-01-11T_3_12-02-34-951957_15,1192,3,11-01-2023
2023-01-11T_3_12-02-34-951957_16,1116,3,11-01-2023
2023-01-11T_2_12-02-34-951957_17,1165,2,11-01-2023
2023-01-11T_3_12-02-34-951957_18,1134,3,11-01-2023
2023-01-11T_1_12-02-34-951957_19,1158,1,11-01-2023
2023-01-11T_2_12-02-34-951957_20,1151,2,11-01-2023
2023-01-11T_2_12-02-34-951957_21,1143,2,11-01-2023
2023-01-11T_3_12-02-34-951957_22,1165,3,11-01-2023
2023-01-11T_3_12-02-34-951957_23,1109,3,11-01-2023
2023-01-11T_1_12-02-34-952960_24,1154,1,11-01-2023
2023-01-11T_1_12-02-34-952960_25,1111,1,11-01-2023
2023-01-11T_1_12-02-34-952960_26,1184,1,11-01-2023
2023-01-11T_2_12-02-34-952960_27,1106,2,11-01-2023
2023-01-11T_3_12-02-34-952960_28,1124,3,11-01-2023
2023-01-11T_2_12-02-34-952960_29,1107,2,11-01-2023
2023-01-11T_1_12-02-34-952960_30,1200,1,11-01-2023
2023-01-11T_1_12-02-34-952960_31,1137,1,11-01-2023
2023-01-12T_1_12-02-34-952960_1,1114,1,12-01-2023
2023-01-12T_2_12-02-34-952960_2,1120,2,12-01-2023
2023-01-12T_2_12-02-34-952960_3,1124,2,12-01-2023
2023-01-12T_3_12-02-34-952960_4,1133,3,12-01-2023
2023-01-12T_1_12-02-34-952960_5,1168,1,12-01-2023
2023-01-12T_2_12-02-34-952960_6,1170,2,12-01-2023
2023-01-12T_3_12-02-34-953957_7,1119,3,12-01-2023
2023-01-12T_3_12-02-34-953957_8,1125,3,12-01-2023
2023-01-12T_2_12-02-34-953957_9,1164,2,12-01-2023
2023-01-12T_3_12-02-34-953957_10,1105,3,12-01-2023
2023-01-12T_1_12-02-34-953957_11,1175,1,12-01-2023
2023-01-12T_3_12-02-34-953957_12,1122,3,12-01-2023
2023-01-12T_1_12-02-34-953957_13,1164,1,12-01-2023
2023-01-12T_2_12-02-34-953957_14,1125,2,12-01-2023
2023-01-12T_3_12-02-34-953957_15,1136,3,12-01-2023
2023-01-12T_2_12-02-34-953957_16,1153,2,12-01-2023
2023-01-12T_1_12-02-34-953957_17,1152,1,12-01-2023
2023-01-12T_2_12-02-34-953957_18,1174,2,12-01-2023
2023-01-12T_1_12-02-34-953957_19,1153,1,12-01-2023
2023-01-12T_3_12-02-34-953957_20,1168,3,12-01-2023
2023-01-12T_1_12-02-34-954959_21,1169,1,12-01-2023
2023-01-12T_2_12-02-34-954959_22,1133,2,12-01-2023
2023-01-12T_1_12-02-34-954959_23,1109,1,12-01-2023
2023-01-12T_2_12-02-34-954959_24,1181,2,12-01-2023
2023-01-12T_1_12-02-34-954959_25,1104,1,12-01-2023
2023-01-12T_2_12-02-34-954959_26,1131,2,12-01-2023
2023-01-12T_1_12-02-34-954959_27,1162,1,12-01-2023
2023-01-12T_2_12-02-34-954959_28,1133,2,12-01-2023
2023-01-12T_3_12-02-34-954959_29,1136,3,12-01-2023
2023-01-12T_1_12-02-34-954959_30,1121,1,12-01-2023
2023-01-12T_2_12-02-34-954959_31,1169,2,12-01-2023
2023-01-12T_3_12-02-34-954959_32,1131,3,12-01-2023
2023-01-12T_2_12-02-34-954959_33,1148,2,12-01-2023
2023-01-12T_3_12-02-34-954959_34,1113,3,12-01-2023
2023-01-12T_3_12-02-34-954959_35,1153,3,12-01-2023
2023-01-12T_3_12-02-34-954959_36,1194,3,12-01-2023
2023-01-12T_2_12-02-34-954959_37,1141,2,12-01-2023
2023-01-12T_3_12-02-34-954959_38,1141,3,12-01-2023
2023-01-12T_2_12-02-34-956165_39,1191,2,12-01-2023
2023-01-12T_1_12-02-34-956165_40,1182,1,12-01-2023
2023-01-12T_2_12-02-34-956165_41,1160,2,12-01-2023
2023-01-12T_3_12-02-34-956165_42,1101,3,12-01-2023
2023-01-12T_2_12-02-34-956165_43,1199,2,12-01-2023
2023-01-12T_3_12-02-34-956165_44,1149,3,12-01-2023
2023-01-12T_3_12-02-34-956165_45,1128,3,12-01-2023
2023-01-12T_2_12-02-34-956165_46,1194,2,12-01-2023
2023-01-12T_2_12-02-34-956165_47,1141,2,12-01-2023
2023-01-12T_3_12-02-34-956165_48,1163,3,12-01-2023
2023-01-12T_2_12-02-34-956165_49,1165,2,12-01-2023
2023-01-13T_2_12-02-34-956165_1,1135,2,13-01-2023
2023-01-13T_2_12-02-34-956165_2,1167,2,13-01-2023
2023-01-13T_1_12-02-34-956165_3,1153,1,13-01-2023
2023-01-13T_1_12-02-34-956165_4,1151,1,13-01-2023
2023-01-13T_2_12-02-34-956165_5,1133,2,13-01-2023
2023-01-13T_3_12-02-34-956165_6,1143,3,13-01-2023
2023-01-13T_2_12-02-34-956165_7,1148,2,13-01-2023
2023-01-13T_1_12-02-34-956165_8,1166,1,13-01-2023
2023-01-13T_1_12-02-34-956165_9,1136,1,13-01-2023
2023-01-13T_2_12-02-34-956165_10,1114,2,13-01-2023
2023-01-13T_3_12-02-34-957390_11,1112,3,13-01-2023
2023-01-13T_1_12-02-34-957390_12,1136,1,13-01-2023
2023-01-14T_2_12-02-34-957390_1,1156,2,14-01-2023
2023-01-14T_3_12-02-34-957390_2,1190,3,14-01-2023
2023-01-14T_2_12-02-34-957390_3,1195,2,14-01-2023
2023-01-14T_2_12-02-34-957390_4,1187,2,14-01-2023
2023-01-14T_2_12-02-34-957390_5,1190,2,14-01-2023
2023-01-14T_2_12-02-34-957894_6,1125,2,14-01-2023
2023-01-14T_3_12-02-34-957894_7,1190,3,14-01-2023
2023-01-14T_1_12-02-34-957894_8,1129,1,14-01-2023
2023-01-14T_3_12-02-34-957894_9,1142,3,14-01-2023
2023-01-15T_1_12-02-34-957894_1,1145,1,15-01-2023
2023-01-15T_3_12-02-34-957894_2,1137,3,15-01-2023
2023-01-15T_2_12-02-34-957894_3,1131,2,15-01-2023
2023-01-15T_2_12-02-34-957894_4,1176,2,15-01-2023
2023-01-15T_2_12-02-34-957894_5,1193,2,15-01-2023
2023-01-15T_1_12-02-34-957894_6,1120,1,15-01-2023
2023-01-15T_2_12-02-34-957894_7,1107,2,15-01-2023
2023-01-16T_3_12-02-34-957894_1,1126,3,16-01-2023
2023-01-16T_3_12-02-34-957894_2,1178,3,16-01-2023
2023-01-16T_3_12-02-34-958899_3,1190,3,16-01-2023
2023-01-16T_3_12-02-34-958899_4,1144,3,16-01-2023
2023-01-16T_1_12-02-34-958899_5,1164,1,16-01-2023
2023-01-16T_2_12-02-34-958899_6,1161,2,16-01-2023
2023-01-16T_2_12-02-34-958899_7,1109,2,16-01-2023
2023-01-16T_1_12-02-34-958899_8,1145,1,16-01-2023
2023-01-16T_1_12-02-34-958899_9,1162,1,16-01-2023
2023-01-16T_1_12-02-34-958899_10,1110,1,16-01-2023
2023-01-16T_3_12-02-34-958899_11,1118,3,16-01-2023
2023-01-16T_2_12-02-34-958899_12,1180,2,16-01-2023
2023-01-16T_3_12-02-34-958899_13,1200,3,16-01-2023
2023-01-16T_1_12-02-34-958899_14,1192,1,16-01-2023
2023-01-16T_3_12-02-34-958899_15,1104,3,16-01-2023
2023-01-16T_1_12-02-34-958899_16,1175,1,16-01-2023
2023-01-16T_2_12-02-34-958899_17,1171,2,16-01-2023
2023-01-16T_1_12-02-34-958899_18,1182,1,16-01-2023
2023-01-16T_2_12-02-34-958899_19,1149,2,16-01-2023
2023-01-16T_2_12-02-34-959908_20,1138,2,16-01-2023
2023-01-16T_3_12-02-34-959908_21,1181,3,16-01-2023
2023-01-16T_1_12-02-34-959908_22,1168,1,16-01-2023
2023-01-16T_3_12-02-34-959908_23,1162,3,16-01-2023
2023-01-16T_1_12-02-34-959908_24,1161,1,16-01-2023
2023-01-16T_3_12-02-34-959908_25,1128,3,16-01-2023
2023-01-16T_2_12-02-34-959908_26,1176,2,16-01-2023
2023-01-16T_2_12-02-34-959908_27,1175,2,16-01-2023
2023-01-16T_1_12-02-34-959908_28,1105,1,16-01-2023
2023-01-16T_1_12-02-34-959908_29,1110,1,16-01-2023
2023-01-16T_2_12-02-34-959908_30,1193,2,16-01-2023
2023-01-16T_3_12-02-34-959908_31,1155,3,16-01-2023
2023-01-16T_2_12-02-34-959908_32,1140,2,16-01-2023
2023-01-16T_1_12-02-34-959908_33,1141,1,16-01-2023
2023-01-16T_1_12-02-34-959908_34,1130,1,16-01-2023
2023-01-16T_2_12-02-34-960903_35,1120,2,16-01-2023
2023-01-16T_3_12-02-34-960903_36,1175,3,16-01-2023
2023-01-16T_2_12-02-34-960903_37,1182,2,16-01-2023
2023-01-16T_2_12-02-34-960903_38,1191,2,16-01-2023
2023-01-16T_1_12-02-34-960903_39,1156,1,16-01-2023
2023-01-16T_1_12-02-34-960903_40,1138,1,16-01-2023
2023-01-16T_3_12-02-34-960903_41,1152,3,16-01-2023
2023-01-16T_2_12-02-34-960903_42,1188,2,16-01-2023
2023-01-16T_2_12-02-34-960903_43,1115,2,16-01-2023
2023-01-16T_1_12-02-34-960903_44,1126,1,16-01-2023
2023-01-16T_3_12-02-34-960903_45,1179,3,16-01-2023
2023-01-16T_2_12-02-34-960903_46,1166,2,16-01-2023
2023-01-16T_3_12-02-34-960903_47,1116,3,16-01-2023
2023-01-16T_3_12-02-34-960903_48,1194,3,16-01-2023
2023-01-16T_1_12-02-34-961900_49,1164,1,16-01-2023
2023-01-17T_1_12-02-34-961900_1,1111,1,17-01-2023
2023-01-17T_1_12-02-34-961900_2,1129,1,17-01-2023
